sentence,label_ID
여러 나라의 정당들은 동성 결혼에 대해 서로 다른 의견을 가지고 있으며 일부는 완강히 반대하고 다른 일부는 적극적으로 로비를 벌이고 있습니다.,13
원하는 사람과 결혼하는 것은 기본적 인권이기 때문에 모든 정부는 동성 커플의 보호와 보호를 우선시해야 합니다.,8
이민의 합법성은 판사가 사례별로 이러한 법률의 유효성을 판단해야 하는 상황에서 지속적으로 의문을 제기하고 있습니다.,5
이민은 경제 성장을 촉진하기 위해 새로운 노동자와 돈을 들여오면서 미국에 유리한 경제적 영향을 미쳤습니다.,1
한 국가의 평판은 다른 국가로부터의 이민을 어떻게 처리하느냐에 따라 부분적으로 영향을 받습니다.,14
이민은 많은 국가의 역량과 자원에 부담을 주었습니다.,2
우리는 모든 이민자를 위한 정의와 평등의 가치를 훼손하는 어떤 종류의 편견도 허용해서는 안 됩니다.,4
정책 처방: 동성 결혼은 전 세계 모든 국가에서 합법화되어야 합니다. 평가: 이것은 동성 커플에게 세계적인 인정과 보호를 제공할 것입니다.,6
이민의 경제적 이점이 광범위하게 알려졌지만 임금 경쟁 및 원주민 노동력의 이동과 같은 가능한 부정적인 요소도 고려해야 합니다.,1
정부는 사람들의 안전을 확보하고 국가 안보 및 국방에 대한 이민 위험으로부터 국경을 보호하기 위해 협력해야 합니다.,8
이민자들에게 안전하고 안정적인 국경을 제공하기 위해서는 국가의 안보와 국방을 지키는 법과 규정이 엄격히 시행되어야 합니다.,8
정책처방: 동성결혼은 법적으로 기본권으로 인정되어야 한다. 이것은 동성 커플에게 중대한 법적 인정과 보호를 제공할 것입니다.,6
동성 결혼의 정치적 파급 효과는 최근 몇 년 동안 공개 담론에서 널리 다루어지고 논의되었습니다.,13
동성결혼은 도덕적 문제가 아니라 모든 사람을 위한 정의와 평등의 문제로 여겨져야 합니다.,4
동성 결혼을 허용하는 것은 스트레스를 낮추고 행복을 증진시켜 전반적인 삶의 질을 높이는 것으로 입증되었습니다.,10
동성 결혼은 많은 국가에서 논쟁의 여지가 있는 주제로 남아 있지만 일부 국가에서는 동성 커플이 결혼하고 이성 커플과 동일한 특권을 누릴 수 있도록 합법화했습니다.,15
불공정한 이민 규정에 도전하고 정의와 평등의 가치에 기반한 조치로 대체해야 합니다.,4
"동성 결혼의 법적, 헌법적 결과는 최근 몇 년 동안 많은 관심을 받아 왔습니다.",5
국가에서는 불법 이민이 증가하여 자원에 부담을 주고 있습니다.,15
우리는 이민자들이 불평등하게 대우받는 이중 정의 시스템을 만들려는 모든 시도에 맞서야 합니다.,4
동성 결혼의 도덕적 결과는 명백하며 모든 사람이 이를 받아들여야 합니다.,3
가족 결속을 강조하는 이민 정책은 이민자 가족의 삶의 질을 향상시킬 수 있습니다.,10
외부 규제가 동성 결혼을 더 많이 수용하게 되면서 많은 국가에서 동성 결혼의 명성이 높아졌습니다.,14
도덕적 근거에서 동성 결혼을 금지하는 것은 개인의 행복에 대한 기본 권리를 박탈하는 것입니다.,3
이민자의 홍수로 인해 정부는 문제를 해결하기 위해 더 많은 역량과 자원을 투입해야 했습니다.,2
동성 결혼의 합법화는 동성 관계를 추구하기로 선택한 개인이 더 이상 동일한 처벌을 받지 않기 때문에 범죄와 처벌에 대한 전통적인 개념을 재고하게 했습니다.,7
정책을 개발할 때 관련된 모든 당사자가 공평하게 대우받을 수 있도록 이민의 도덕적 의미를 신중하게 연구해야 합니다.,3
다른 나라의 정부는 불법 이민의 홍수를 막기 위해 다양한 조치를 취했습니다.,15
"동성 결혼의 합법화는 신혼 여행, 결혼식, 피로연 및 기타 관련 서비스에 대한 지출을 증가시켜 지역 경제에 재정적 활력을 가져왔습니다.",1
동성 결혼의 합법화는 LGBTQ+ 커뮤니티의 삶의 질을 향상시켰습니다.,10
동성커플은 적절한 능력과 자원이 주어지면 동성결혼과 관련된 낙인을 극복할 수 있었다.,2
건강과 안전을 보호하는 것은 결혼할 권리를 포함하여 동성 커플의 동등한 권리를 위한 투쟁에서 매우 중요합니다.,9
이민의 결과로 커뮤니티 내에서 발전할 수 있는 다양한 문화적 정체성을 인정하고 홍보하는 것이 중요합니다.,11
죄와 벌에 대한 이해의 변화에서 알 수 있듯이 세계 대부분의 지역에서 동성 결혼을 추구하는 것은 더 이상 범죄자가 아닙니다.,7
정책 처방: 동성 커플은 미국의 모든 주에서 결혼할 법적 권리를 가져야 합니다. 평가: 이것은 거주지에 관계없이 모든 동성 커플이 동일한 권리와 혜택을 누리도록 보장할 것입니다.,6
동성 결혼에 대한 외부 규제는 많은 국가에서 동성 결혼이 대중적으로 받아들여지는 데 기여했습니다.,14
정치인은 국가의 법을 수호하고 국가 안보를 수호하는 동시에 이민자에 대한 인도주의적 대우를 허용하는 정책을 개발해야 합니다.,13
외부 이민 규제를 통해 긍정적인 평판을 개발하는 것은 전 세계에서 가장 훌륭한 인재를 채용하는 데 매우 중요합니다.,14
최근 동성 결혼의 합법화를 감안할 때 범죄와 처벌의 개념은 그것을 추구하려는 사람들에게 더 이상 적용되지 않는다는 것이 분명합니다.,7
일부 국가에서는 동성 결혼 문제가 공개 투표에 회부되어 개인이 발언권을 가질 수 있게 되었습니다.,13
이민에 대한 여론은 양분되어 일부는 엄격하게 규제해야 한다고 생각하고 다른 일부는 환영해야 한다고 생각합니다.,12
동성 커플의 결혼을 허용하는 것은 모두를 위한 공정성과 평등을 달성하기 위한 중요한 단계입니다.,4
"동성 결혼의 합법화는 관광, 비즈니스 및 기타 관련 서비스를 증가시켜 경제에 도움이 되었습니다.",1
정책 처방: 이민법은 배경이나 출신지에 관계없이 모든 사람의 인권을 보호하는 방식으로 제정되어야 합니다.,6
시민권자와 비시민권자 모두의 안전을 보호하기 위해 범죄 행위에 대한 강력한 결과를 포함하는 이민 규정이 필요합니다.,7
외부적으로 규제되는 이민법은 국가의 명성을 보호할 수도 있고 해칠 수도 있습니다.,14
동성 결혼이 인정되면서 범죄와 처벌에 대한 이해가 바뀌었습니다. 더 이상 파트너 선택에 대해 개인에게 불이익을 주는 방식으로 간주되지 않기 때문입니다.,7
동성 결혼은 동성 커플이 이전에는 불가능했던 방식으로 자신의 문화적 정체성을 확인하고 감사하는 것을 가능하게 했습니다.,11
최근 몇 년 동안 동성 결혼에 대한 여론이 상당히 발전하여 현재 대다수의 젊은이들이 찬성하고 있습니다.,12
미국 전역에서 동성 결혼의 합헌 여부는 다양한 법적 분쟁의 대상이 되어 왔습니다.,5
죄와 벌의 문제에 관해서는 동성 결혼이 형사 사법 제도를 근본적으로 바꿀 가능성이 있기 때문에 주요 논쟁거리였습니다.,7
동성 결혼의 합법화는 LGBTQ+ 커뮤니티의 문화적 정체성을 확인하는 데 중요한 역할을 했습니다.,11
평가: 이민 정책은 이민자들이 존엄성과 존중으로 대우받을 수 있도록 하는 능력에 대해 평가되어야 합니다.,6
"동성 결혼은 결혼 준비, 사진 촬영, 요식업과 같은 산업에서 주요 직업 개발을 가져왔고 새로운 경제 전망을 열었습니다.",1
이민의 적법성은 민감한 주제였으며 현재 이민법의 합헌성은 정기적으로 법정에서 이의를 제기하고 있습니다.,5
이민 제한을 시행하는 외부 세력은 개인의 평판에 상당한 영향을 미칠 수 있습니다.,14
"이민은 시민과 이민자 모두에게 영향을 미치기 때문에 도덕적, 경제적 문제가 있습니다.",3
동성 결혼의 합법화로 LGBT 인구에 대한 여론이 개선되었기 때문에 더 많은 기업과 조직이 그들을 소비자와 직원으로 받아들이고 국가의 경제적 복지를 더하고 있습니다.,1
동성결혼의 합법성을 확립할 때 도덕성이 결정적인 요소가 되어야 한다.,3
"이민자의 삶의 질은 개선된 교육, 의료 및 직업 전망에 의해 상당히 개선될 수 있습니다.",10
도덕성은 동성 결혼이 헌신과 사랑의 정당한 표현으로 인정될 것을 요구합니다.,3
"최근 설문 조사에 따르면 인구의 대다수가 이민을 지지하는 것으로 나타났지만, 시끄러운 소수는 이에 반대했습니다.",12
동성 결혼의 합법성은 일부 주에서는 인정하지만 다른 주에서는 인정하지 않는 등 여전히 논란이 되고 있습니다.,5
이민이 확대되면 새로운 아이디어와 습관이 도입되면서 한 국가의 문화적 정체성이 항상 변하고 있습니다.,11
이민 정책의 도덕적 영향과 영향을 받는 개인에게 미치는 영향을 고려하는 것이 중요합니다.,3
이민자의 건강과 안전을 보호하기 위해 당국은 증가하는 인구를 충족할 수 있는 적절한 자원과 규정을 마련해야 합니다.,9
동성결혼이 인정을 받으면서 공개토론도 뜨거워졌다.,12
평가: 이민 정책은 모든 이민자에게 공정하고 공정한 시스템을 만들 수 있는 잠재력을 기반으로 평가되어야 합니다.,6
새로운 아이디어와 경험을 통합할 수 있기 때문에 이민은 국가의 문화적 정체성을 개선하는 데 도움이 될 수 있습니다.,11
이민 정책은 인구 급증과 관련된 잠재적 위협을 해결하여 국가의 안보와 방위를 보호해야 합니다.,8
더 많은 주에서 동성 결혼을 허용하는 법안을 채택함에 따라 동성 결혼에 대한 여론은 여전히 ​​변화하고 있습니다.,12
동성 결혼 권리와 혜택을 고려하는 동안 LGBTQ+ 인구의 건강과 안전을 항상 고려해야 합니다.,9
최근 여론 조사에 따르면 동성 결혼에 대한 태도가 바뀌고 있으며 현재 미국인 대다수가 찬성하고 있습니다.,12
어떤 국가에 입국할 수 있는 사람을 선택할 때 출입국 규정은 보안 및 방위 요건을 반영해야 합니다.,8
최근 몇 년 동안 이민은 많은 국가에서 중요한 정치적 문제였습니다.,13
동성 결혼에 대한 도덕적 주장은 사랑이 보편적이며 누구에게도 거부되어서는 안 된다는 개념에 근거합니다.,3
동성 결혼 지지자들은 동성 커플과 레즈비언 커플이 이성 커플과 같은 수준의 안전과 보호를 받아야 한다고 믿습니다.,8
"문화적, 종교적 다양성은 이민자들에게 기쁨과 풍요로움의 원천이 되어 삶의 질을 향상시킬 수 있습니다.",10
한 국가에 이민자의 유입은 종종 일종의 범죄 행위 증가를 동반하므로 강력한 징벌적 조치가 필요합니다.,7
동성 커플의 결혼을 허용하면 관계 결정을 내릴 때 두 배우자의 건강과 안전을 고려하는 데 도움이 됩니다.,9
이민의 도덕성은 원주민과 이민자 모두에게 가능한 이점과 균형을 이루어야 합니다.,3
불법 행위에 대한 적절한 처벌을 시행하는 동시에 시민권자와 비시민권자 모두의 안전을 보호하기 위해 이민 정책을 신중하게 개발해야 합니다.,7
이민에 대한 여론은 뉴스 주기에 따라 자주 바뀌며 사람들의 관점은 언론 보도에 영향을 받습니다.,12
정책처방 동성커플에게도 이성커플과 같은 권리와 혜택을 주어야 한다. 이것은 동성 커플이 법에 따라 동등하게 대우받도록 보장합니다.,6
정부는 이민에 대한 외부적 제한을 두면서 자국의 위신을 고려해야 합니다.,14
최근 몇 년 동안 이민 개혁은 경제적 이점과 비용 모두를 초래할 수 있다고 믿는 많은 사람들과 함께 열정적 인 토론을 촉발했습니다.,1
동성결혼은 성소수자를 법적으로 인정하고 보호할 수 있게 해주기 때문에 성소수자 커뮤니티의 안전과 보호에 중요한 문제입니다.,8
. 수십년 동안 다른 나라의 이민에 대한 논쟁은 마찰의 원인이었습니다.,15
"이민법은 인종, 종교, 국적에 관계없이 모든 사람이 공정하고 평등하게 대우받도록 보장해야 합니다.",4
이민은 새로운 개인의 유입과 현재 인프라에 대한 가능한 수정으로 인해 심각한 건강 및 안전 결과를 초래할 수 있습니다.,9
동성 결혼의 주제는 개인의 권리뿐만 아니라 모든 커플의 정의와 평등을 증진하는 것입니다.,4
여론 조사에 따르면 대부분의 사람들은 이민이 경제에 도움이 된다고 생각하지만 여전히 약간의 적대감이 있습니다.,12
이민자들이 품위와 존중으로 대우받고 미국인과 동일한 권리와 혜택을 받는 것이 중요합니다.,4
외부 규제로 인해 동성 결혼이 더 널리 인정되어 전반적인 평판이 높아졌습니다.,14
평가: 이민 정책은 입국을 희망하는 사람들에게 시민권 취득을 위한 안전하고 확실한 경로를 제공할 수 있는 능력에 따라 평가되어야 합니다.,6
토박이 직원의 높은 급여와 경제적 산출량 증가는 이민 증가와 관련이 있습니다.,1
모든 사람은 성적 취향에 관계없이 동일한 권리와 혜택을 누릴 자격이 있어야 하며 동성 결혼은 정의와 평등을 달성하는 데 중요한 요소입니다.,4
이민자들이 새로운 나라로 이주할 때 그들의 삶의 질은 자주 향상됩니다.,10
"동성 결혼은 보호받는 권리여야 하며, 사회의 모든 부분이 결합을 축하하기로 선택한 개인의 건강과 안전을 보호하기 위해 함께 노력해야 합니다.",9
미국 전역에서 법학은 이민 정책의 합헌성을 확립하는 데 활용되었습니다.,5
동성 커플이 결혼할 수 있는 능력과 자원이 있기 때문에 이제 그들은 이성 커플과 동일한 권리를 갖습니다.,2
정부와 상업 부문의 역량과 자원에 대한 약속으로 인해 동성 커플은 이제 이성애 배우자와 동일한 권리를 갖습니다.,2
동성결혼의 승인으로 부부는 이제 보다 안정적이고 안전한 환경을 향유하여 더 높은 삶의 질을 누릴 수 있습니다.,10
합법화는 동성 결혼에 참여하기로 선택한 사람들의 안전과 방어에 상당한 영향을 미치기 때문에 안보와 방어는 동성 결혼에 대한 논의에서 중요한 요소입니다.,8
동성 결혼을 반대하는 사람들은 때때로 그들의 반대를 종교적 견해나 전통적 가치 때문이라고 돌립니다.,15
이민 정책은 수용 능력과 자원이 과도하게 늘어나지 않도록 맞춤화되어야 합니다.,2
이민자의 홍수는 미국 경제에 신선한 아이디어와 기업가 정신을 주입한 것으로 여겨집니다.,1
기존의 판례와 판례를 이용하여 이민법의 적법성을 분석하는 것이 법원의 역할입니다.,5
동성 결혼은 이성 결혼과 동일한 법적 권리와 이점을 제공하여 많은 사람들에게 더 높은 삶의 질을 제공합니다.,10
동성 결혼 옹호자들은 동성 커플이 결혼할 수 있어야 하고 이성 커플과 동일한 법적 특권을 누릴 수 있어야 한다고 생각합니다.,15
동성 커플의 안전과 보호는 결혼을 선택하는 사람들의 안전과 가족 보호를 위해 매우 중요합니다.,8
이민 정책은 이민자와 일반 대중 모두의 건강과 안전 결과를 고려해야 합니다.,9
많은 국가에서 일부 범죄 행위의 증가는 이민 증가와 관련되어 있어 가혹한 처벌 제도가 필요합니다.,7
1990년대에 동성 결혼이 처음 법적으로 인정된 이후로 이 주제에 대한 법학은 변화해 왔습니다.,5
동성 커플이 결혼하고 이성 커플과 동일한 권리를 누릴 수 있는 능력과 자원의 가용성으로 인해 동성 결혼이 가능해졌습니다.,2
동성 결혼은 동성 커플의 수용과 성적 취향에 대한 보다 공개적인 토론을 촉진함으로써 공중 보건과 안전을 개선할 수 있는 잠재력을 가지고 있습니다.,9
이민법의 적법성은 법적 해석 기준을 준수하느냐에 따라 결정되어야 합니다.,5
동성 결혼은 기업이 다각화하고 더 큰 고객 기반을 유치할 수 있는 능력을 부여하여 보다 탄력적이고 안정적인 경제를 가져왔습니다.,1
동성 결혼의 지위는 전 세계 수많은 국가에서 외부 지침에 의해 엄청나게 강화되었습니다.,14
이민에 대한 여론은 분분하여 일부 사람들은 엄격하게 통제해야 한다고 생각하고 다른 사람들은 환영해야 한다고 생각합니다.,12
정부는 시민의 안전을 보장하고 국가 안보 및 국방에 대한 이민 위협으로부터 국경을 보호하기 위해 협력해야 합니다.,8
이민은 인류 역사의 필수적인 부분이며 개인의 문화적 정체성에 강력한 영향을 미칠 수 있습니다.,11
동성결혼의 문제는 개인의 권리에 관한 것일 뿐만 아니라 모든 커플의 공정성과 평등을 증진하는 것입니다.,4
이민 정책은 시민과 비시민권자 모두의 안전을 보장하는 동시에 범죄 행위에 대해 적절한 처벌을 부과하기 위해 신중하게 수립되어야 합니다.,6
"동성 결혼은 보호받는 권리여야 하며, 그들의 결합을 축하하고자 하는 사람들의 건강과 안전을 보장하는 것은 모든 사회 구성원의 책임입니다.",9
동성결혼은 도덕성의 문제가 아니라 모든 개인에 대한 공정성과 평등의 문제로 보아야 합니다.,4
동성 결혼 지지자들은 게이와 레즈비언 커플의 안전과 보호가 이성 커플의 안전과 보호와 동등해야 한다고 주장합니다.,8
동성 결혼의 적법성은 현재 일부 주에서는 이를 기억하고 있고 다른 주에서는 그렇지 않아 논란이 되고 있는 문제입니다.,5
동성 결혼의 승인은 LGBT 그룹의 열린 시야에 작용하여 그들을 고객 및 대표로 초대하는 추가 조직 및 협회를 가져옴으로써 국가의 재정적 번영을 더했습니다.,1
여러 국가의 이데올로기 그룹은 동성 결혼에 대해 다양한 관점을 가지고 있으며 일부는 명백히 반대하고 일부는 효과적으로 지지합니다.,13
동성 결혼에 대한 도덕적 주장은 사랑이 보편적이며 누구에게도 거부되어서는 안 된다는 믿음에 뿌리를 두고 있습니다.,3
정부가 동성 결혼을 인정한 것은 LGBTQ+ 커뮤니티의 문화적 정체성을 축하하고 보호하는 이정표가 되었습니다.,11
재정적 안정과 자원에 대한 접근성은 다른 나라에서 새로운 삶을 시작하는 이민자들의 삶의 질을 향상시킬 수 있습니다.,2
동성결혼은 전 세계 모든 국가에서 인식되어야 합니다. 평가: 이것은 동성 커플에게 전 세계적인 인정과 안전을 제공할 것입니다.,6
일부 국가에서는 동성 결혼 문제가 공적 의무화되어 주민들이 이 상황에 대해 의견을 제시할 수 있습니다.,13
동성 커플은 적절한 한도와 자산으로 동성 결혼과 관련된 불명예를 극복할 수 있는 선택권을 가졌습니다.,2
동성 결혼의 합법적이고 보호되는 파급 효과는 최근에 많은 법령의 주제가 되었습니다.,5
"더 나은 교육, 의료 및 고용 기회에 대한 접근은 이민자들의 삶의 질을 크게 향상시킬 수 있습니다.",10
이민이 증가함에 따라 한 국가의 문화적 정체성은 새로운 아이디어와 관습이 도입되면서 끊임없이 변화하고 있습니다.,11
이민이 현재 기반 시설과 사회 구조에 미치는 영향을 고려할 때 건강 및 안전 위험을 해결해야 합니다.,9
동성 결혼은 법에 따라 중요한 권리로 인식되어야 합니다. 평가: 이것은 동성 커플에 대한 상당한 법적 인정과 확신을 줄 것입니다.,6
외부 지침은 동성 결합을 허용하여 더욱 광범위하게 인정되어 일반적으로 더 나은 지위를 가져 왔습니다.,14
이민자의 유입은 미국 경제에 새로운 아이디어와 기업가 정신을 불어넣은 것으로 여겨져 왔습니다.,1
수용력과 자원이 과도하게 늘어나지 않도록 이민 정책을 설계해야 합니다.,2
이민 증가는 토박이 근로자의 임금 인상과 경제 생산성 향상과 관련이 있습니다.,1
동성 결혼은 동성 커플의 수용을 장려하고 성적 지향에 대해 보다 열린 대화를 장려함으로써 공중 보건과 안전에 도움이 될 가능성이 있습니다.,9
부당한 이민 정책에 도전하고 공정성과 평등의 원칙에 기반한 조치로 대체해야 합니다.,6
동성 커플은 미국의 모든 주에서 결혼할 법적 권리를 가져야 합니다. 평가: 이것은 모든 동성 커플이 거주지에 거의 신경 쓰지 않고 유사한 자유와 명예를 누리도록 보장합니다.,6
최근 대중 정서에 대한 평가를 통해 동성 결혼에 대한 태도 변화가 드러났으며 현재 많은 미국인들이 도움을 받고 있습니다.,12
이민 정책은 누가 입국할 수 있는지 결정할 때 보안과 방어의 필요성을 고려해야 합니다.,8
이민자들은 종종 새로운 국가로 이주할 때 삶의 질 향상을 경험합니다.,10
동성 결혼에 대한 공개 토론은 더 광범위한 인정을 받게 되면서 점차 특별해졌습니다.,12
동성 결혼은 동성 커플이 이전에는 불가능했던 방식으로 그들의 문화적 정체성을 인식하고 존중할 수 있게 해주었습니다.,11
동성결혼에 대한 일반적인 평가는 많은 사람들이 확고하게 지지하거나 단호히 반대하는 것으로 나누어져 있습니다.,12
외부 세력에 의해 시행되는 이민 규정은 개인의 명성에 지대한 영향을 미칠 수 있습니다.,14
가족결합을 우선시하는 이민정책은 이민자 가족의 삶의 질에 긍정적인 영향을 미칠 수 있다.,10
공정성과 평등은 존중받아야 할 인권이기 때문에 동성 결혼에 관한 모든 정책의 기초가 되어야 합니다.,4
동성혼인에 관한 법령은 1990년대부터 시작된 동성혼인훈련에 대한 주된 법적 인정을 기점으로 발전해 왔다.,5
최근 여론 조사에 따르면 대다수의 대중이 이민을 호의적으로 보고 있지만 여전히 반대하는 소수의 목소리가 있습니다.,12
우리는 이민자들이 불평등하게 대우받는 이중 정의 시스템을 만들려는 모든 시도에 맞서야 합니다.,4
다른 국가에 대한 외국인의 홍수는 특정 경제에 악영향을 미칩니다.,15
"동성 결혼은 결혼 준비, 사진 촬영, 요리와 같은 분야에서 중요한 작업 개발을 만들어냈고 새로운 금전적 문을 열었습니다.",1
정부는 이민을 처리할 수 있는 적절한 역량과 자원을 확보해야 합니다.,2
"동성 결혼은 부부에게 의료 보험, 혜택 및 다양한 이점을 공유할 수 있는 능력을 제공하여 더 큰 삶을 더합니다.",10
이민은 최근 많은 국가에서 중요한 정책 중심 문제였습니다.,6
"모든 사람은 성적 취향에 관계없이 동일한 권리와 특권을 누릴 자격이 있어야 하며, 동성 결혼은 공정성과 평등을 달성하는 데 있어 근본적인 부분입니다.",4
동성 결혼은 동성 커플이 결혼하고 이성 커플과 유사한 자유를 얻을 수 있는 한계와 자산의 접근성으로 인해 가능해졌습니다.,2
동성 커플의 안전과 보호는 모든 국가에서 정말 중요해야 합니다. 개인의 취향에 맞는 개인과 결혼할 수 있는 선택권을 갖는 것은 필수적인 기본적 자유이기 때문입니다.,8
동성 결혼은 외부 지침에 의해 점진적으로 인정되어 수많은 국가에서 입지를 다지고 있습니다.,14
이민 정책의 도덕적 영향과 영향을 받는 사람들에게 어떤 영향을 미칠 수 있는지에 대해 생각하는 것이 중요합니다.,3
"세계 대부분 지역에서 동성 결혼을 추구하는 것은 더 이상 범죄가 아니며, 이는 범죄와 처벌에 대한 해석의 변화에 ​​반영되었습니다.",7
동성커플도 이성커플과 비슷한 혜택과 명예를 누려야 한다. 평가: 이것은 동성 커플이 법에 따라 유사하게 다루어지는 것을 보장합니다.,6
이민 정책은 사람들의 유입과 관련된 잠재적 위험을 해결함으로써 국가의 안보와 방위를 보장해야 합니다.,8
진행 중인 미국 고등 법원 판결은 동성 결혼의 합법적이고 확립된 영향을 특징으로 합니다.,5
동성 커플의 결혼을 허용하는 것은 모든 사람이 공정하고 평등하게 대우받도록 보장하기 위한 중요한 단계입니다.,4
입법자들은 자신들의 기반에 관심을 갖고 투표를 하기 위해 이주에 대해 확고한 입장을 취하는 경우가 많습니다.,13
이민은 미국에 긍정적인 경제적 영향을 미쳐 경제 성장을 촉진할 노동력과 자본의 새로운 원천을 가져왔습니다.,1
다양한 의원들이 동성 결혼에 대한 입장을 표명하고 모든 사람의 동등한 자유를 주장했습니다.,13
우리는 어떤 형태의 차별도 모든 이민자를 위한 공정성과 평등의 원칙을 훼손하는 것을 허용해서는 안 됩니다.,4
이민의 경제적 이점은 널리 알려져 있지만 임금 경쟁 및 내국인 근로자의 이주와 같은 잠재적인 단점을 고려하는 것도 중요합니다.,1
이민 과정은 어렵고 도전적일 수 있지만 이민자들에게 소속감과 새로운 고향의 문화적 정체성에 대한 연결을 제공할 수도 있습니다.,11
동성 결혼의 합법화는 LGBTQ+ 커뮤니티의 문화적 정체성을 확인하는 데 중요한 역할을 했습니다.,11
출입국 관리 당국은 누가 입국하고 출국할 수 있는지 감시하고 규제함으로써 국가의 안보와 방위를 보장하기 위해 협력해야 합니다.,8
동성 결혼은 LGBT 종족이 법에 의해 합법적으로 인식되고 보호되는 방법이기 때문에 그들의 안전과 보호에 있어 주요 논쟁점입니다.,8
평가: 이민 정책은 입국하려는 사람들에게 시민권 취득을 위한 안전하고 확실한 경로를 제공하는 능력에 따라 평가되어야 합니다.,6
LGBTQ+ 커뮤니티의 건강과 안전은 동성 결혼 권리와 특권을 논의할 때 항상 고려되어야 합니다.,9
동성 커플의 안전과 보호는 결혼을 결정한 개인의 안전을 보장하고 가족을 보호하는 데 기본이 됩니다.,8
"동성 결혼에 대한 일반적인 가시성은 아직 발전 중이며, 추가 주에서 동성 결혼을 승인하는 규정을 통과함에 따라 전망이 바뀌고 있습니다.",12
최근 동성 결혼의 합법화에 비추어 볼 때 범죄와 처벌은 그것을 추구하기로 선택한 사람들에게 더 이상 적용되지 않는다는 것이 분명합니다.,7
